id,name,host+AF8-id,host+AF8-name,neighbourhood+AF8-group,neighbourhood,latitude,longitude,room+AF8-type,price,minimum+AF8-nights,number+AF8-of+AF8-reviews,last+AF8-review,reviews+AF8-per+AF8-month,calculated+AF8-host+AF8-listings+AF8-count,availability+AF8-365
2818,Quiet Garden View Room +ACY- Super Fast WiFi,3159,Daniel,,Oostelijk Havengebied +AC0- Indische Buurt,52.3657545139,4.9414192352,Private room,59,3,248,2018+AC0-11+AC0-28,2.1,1,44
3209,Quiet apt near center+ADs- great view,3806,Maartje,,Westerpark,52.3902250504,4.8739240947,Entire home/apt,160,4,42,2018+AC0-08+AC0-29,1.03,1,47
20168,100+ACU-Centre+AC0-Studio 1 Private Floor/Bathroom,59484,Alex,,Centrum+AC0-Oost,52.3650870268,4.8935410078,Entire home/apt,80,1,233,2018+AC0-11+AC0-30,2.18,2,198
25428,Lovely apt in City Centre (Jordaan),56142,Joan,,Centrum+AC0-West,52.3731144004,4.8836681962,Entire home/apt,125,14,1,2018+AC0-01+AC0-21,0.09,2,141
27886,Romantic+ADs- stylish B+ACY-B houseboat in canal district,97647,Flip,,Centrum+AC0-West,52.3867273161,4.8920780701,Private room,150,2,171,2018+AC0-11+AC0-25,2.03,1,199
28658,Cosy guest room near city centre +AC0-1,123414,Michele,,Bos en Lommer,52.3753421775,4.8572893502,Private room,65,3,434,2018+AC0-11+AC0-19,4.16,2,295
28871,Comfortable double room,124245,Edwin,,Centrum+AC0-West,52.3671868082,4.8909177971,Private room,75,2,215,2018+AC0-12+AC0-03,2.13,3,137
29051,Comfortable single room,124245,Edwin,,Centrum+AC0-West,52.3677254104,4.8915117372,Private room,55,2,383,2018+AC0-12+AC0-05,4.07,3,188
31080,2+AC0-story apartment  rooftop terrace,133488,Nienke,,Zuid,52.3513205419,4.8483828994,Entire home/apt,219,3,32,2017+AC0-10+AC0-16,0.36,1,336
41125,Amsterdam Center Entire Apartment,178515,Fatih,,Centrum+AC0-West,52.37891477,4.8832050565,Entire home/apt,180,3,76,2018+AC0-10+AC0-07,0.78,1,11
42970,Comfortable room+AEA-PERFECT location  2 bikes,187580,Micha,,Centrum+AC0-West,52.3678144759,4.8900120234,Private room,159,3,426,2018+AC0-11+AC0-24,4.24,2,89
43980,View into park / museum district (long/short stay),65041,Ym,,Zuid,52.3574562838,4.8612420854,Entire home/apt,100,28,61,2018+AC0-02+AC0-18,0.62,2,10
44129,Luxury design with canal view,187728,Tanya,,Centrum+AC0-West,52.3807112298,4.8861043181,Entire home/apt,250,2,176,2018+AC0-10+AC0-01,1.74,4,16
44391,Amsterdam Centre+ADs- 3+AC0-room Apartment,194779,Jan,,Centrum+AC0-Oost,52.3701699864,4.9143778268,Entire home/apt,200,3,31,2018+AC0-11+AC0-18,0.31,1,0
45246,Cozy Flat in the Jordaan (center),200188,George,,Westerpark,52.3776763966,4.876178649,Entire home/apt,155,3,79,2018+AC0-10+AC0-21,0.79,1,253
46386,Cozy loft in central Amsterdam,207342,Joost,,De Pijp +AC0- Rivierenbuurt,52.3524702593,4.9082544403,Entire home/apt,150,3,3,2018+AC0-01+AC0-03,0.03,1,0
47061,Charming apartment in old centre,211696,Ivar,,De Baarsjes +AC0- Oud+AC0-West,52.3679860989,4.8744693319,Entire home/apt,140,2,167,2018+AC0-11+AC0-03,1.67,1,0
48076,Amsterdam Central and lot of space,219080,Franklin,,Centrum+AC0-West,52.3804200178,4.8945347351,Entire home/apt,350,5,159,2018+AC0-12+AC0-04,1.82,2,276
49790,Luxurous Houseboat+AC0-Great Location,227530,Klaas,,De Baarsjes +AC0- Oud+AC0-West,52.3626637861,4.86103174,Entire home/apt,225,3,98,2018+AC0-11+AC0-18,1.06,1,296
50515,Family Home (No drugs+ADs- smoking or parties),231864,Karin,,Bos en Lommer,52.3772723983,4.8392525629,Entire home/apt,120,3,12,2018+AC0-08+AC0-24,0.21,1,79
50518,Perfect central Amsterdam apartment,231806,Nikki,,Westerpark,52.3820061316,4.8786496213,Entire home/apt,125,1,91,2018+AC0-11+AC0-18,1.22,1,0
50523,B +ACY- B de 9 Straatjes (city center),231946,Raymond,,Centrum+AC0-West,52.3684078977,4.884133705,Private room,115,2,213,2018+AC0-11+AC0-21,2.21,1,206
50570,Bright Apartment +AC0- residential area,232321,Evert,,Bos en Lommer,52.3777374417,4.8489119914,Entire home/apt,90,4,152,2018+AC0-08+AC0-25,1.62,2,19
52490,Amsterdam Aqua,185836,VictorLuke,,Oostelijk Havengebied +AC0- Indische Buurt,52.3700458927,4.9386912362,Private room,72,3,81,2018+AC0-11+AC0-25,0.82,1,11
53067,Green studio at the attic of a townhouse,246493,Studio,,De Pijp +AC0- Rivierenbuurt,52.3533926687,4.900637643,Private room,87,1,333,2018+AC0-12+AC0-02,3.4,5,2
53671,Nice room near centre with en suite bath,247822,Georg,,Westerpark,52.3890533711,4.8855885351,Private room,75,3,261,2018+AC0-12+AC0-02,2.8,1,289
53692,Large quiet Studio with gardenview in hip area.,246493,Studio,,De Pijp +AC0- Rivierenbuurt,52.3534831557,4.9004901715,Private room,60,3,219,2018+AC0-06+AC0-22,2.4,5,47
55256,Luminous centric room,260785,Lotte,,Centrum+AC0-Oost,52.3712568889,4.9035131451,Private room,86,1,120,2018+AC0-11+AC0-25,1.26,1,129
55703,groundfloor apartment with patio,263214,Arjan,,Bos en Lommer,52.3756081603,4.8581874675,Entire home/apt,250,3,3,2016+AC0-10+AC0-19,0.07,1,0
55709,Bright Loft in Centre Amsterdam,263233,Jan+AC0-Willem,,Centrum+AC0-Oost,52.3589564963,4.897259341,Entire home/apt,159,5,53,2018+AC0-10+AC0-15,0.54,1,32
55807,Greatly located+ADs- cozy atmosphere,263844,Rai +ACY- Clo,,De Baarsjes +AC0- Oud+AC0-West,52.3696570806,4.8620254266,Private room,60,2,150,2018+AC0-06+AC0-08,1.53,1,122
55868,Apartment near Museumplein (centre),264178,Cornelie,,Zuid,52.3561329758,4.8851495467,Entire home/apt,149,4,88,2018+AC0-08+AC0-13,0.91,1,107
56879,86 m2+ADs- city centre +ACY- lovely view,270282,Linda +ACY- Theo,,Centrum+AC0-West,52.3845333472,4.8925454317,Entire home/apt,112,28,1,2012+AC0-07+AC0-27,0.01,1,277
57408,Very Bright +ACY- Spacious Apt  4 Bikes,273329,Bart,,Oostelijk Havengebied +AC0- Indische Buurt,52.3619297889,4.9364009572,Entire home/apt,100,4,420,2017+AC0-09+AC0-30,4.29,2,5
57978,Still cosy X Mas availability+ACE-,276959,Elisabeth,,De Baarsjes +AC0- Oud+AC0-West,52.364481568,4.8772205545,Entire home/apt,125,3,145,2018+AC0-06+AC0-18,1.48,1,315
58211,En Suite accommodation in a monumental canal house,278253,Marcel,,Centrum+AC0-West,52.3691647917,4.8844453448,Private room,225,3,82,2018+AC0-10+AC0-29,1.05,2,212
62015,Charming+ADs- beautifully +ACY- sunny place,301340,Jessica,,Oud+AC0-Oost,52.3644527215,4.9312359305,Entire home/apt,109,2,21,2018+AC0-10+AC0-21,0.22,1,30
62801,Very nice appartment ALL of januari,306117,Jan,,Bos en Lommer,52.3845868299,4.8546265131,Entire home/apt,750,30,0,,,1,364
64736,Luxury Houseboat,306192,Conny,,De Baarsjes +AC0- Oud+AC0-West,52.3634813061,4.8678339776,Entire home/apt,145,4,92,2018+AC0-07+AC0-30,1.43,1,0
64769,Unique 3 bedroom house in Centre,312863,Marijntje,,Centrum+AC0-Oost,52.3622538413,4.9019993444,Entire home/apt,450,4,26,2018+AC0-08+AC0-04,0.28,1,72
65230,Juwelier,213960,Riek,,Centrum+AC0-West,52.3687130414,4.8928433896,Entire home/apt,179,3,83,2018+AC0-01+AC0-19,0.91,1,358
67841,Amsterdam +AC0- The Pijp Apartment 1A,335166,Dene,,De Pijp +AC0- Rivierenbuurt,52.3547248279,4.8932375434,Entire home/apt,100,3,9,2018+AC0-07+AC0-25,0.14,2,29
68290,Rebel / Private Room,336950,Manuel,,Centrum+AC0-West,52.3688707797,4.8952338913,Private room,109,1,574,2018+AC0-11+AC0-29,6.1,3,158
68873,Yves Klein / Private Room,336950,Manuel,,Centrum+AC0-West,52.3695006383,4.89555971,Private room,109,1,527,2018+AC0-11+AC0-25,5.56,3,163
69042,Cozy Studio +AHwAfA- Located at the canal+ACE-,344312,Kjetil,,Centrum+AC0-West,52.3735271992,4.8769059738,Private room,116,3,131,2018+AC0-12+AC0-03,1.41,2,7
73208,Centre Museum Quarter Apt Roof Deck,381900,Vikki,,Zuid,52.3593509829,4.8767215557,Entire home/apt,220,5,58,2018+AC0-07+AC0-30,0.62,1,3
73917,B28 Unique Houseboat  Herengracht,387205,Edwin,,Centrum+AC0-West,52.378942804,4.8906019962,Entire home/apt,175,3,82,2018+AC0-08+AC0-05,1.22,1,320
74367,Dutch designer canal house apartment (city centre),391075,Ruben,,Centrum+AC0-West,52.374795536,4.8804464713,Entire home/apt,260,7,10,2011+AC0-11+AC0-09,0.11,1,304
75382,Garden Suite Studiohttps://www.airbnb.com/manage+AC0-l,399879,Tina,,Oud+AC0-Oost,52.3648248856,4.9276155489,Private room,105,3,178,2018+AC0-11+AC0-30,1.93,3,84
75444,Cottage Room+AC0- Completely Private,399879,Tina,,Oud+AC0-Oost,52.365509785,4.9284807037,Private room,70,3,246,2018+AC0-11+AC0-26,2.69,3,47
76668,studio INN+ADs- bright and spacious,409579,Guido,,Westerpark,52.3889757759,4.8904320783,Private room,135,2,39,2018+AC0-12+AC0-02,1.31,1,237
80634,Amazing location +AC0- canalhouse room,436145,Riks,,Centrum+AC0-West,52.3797564855,4.8939773737,Private room,180,2,115,2018+AC0-12+AC0-03,1.92,5,28
80635,TOP LOCATED Canalhouse B+ACY-B Jordaan,436145,Riks,,Centrum+AC0-West,52.3787585417,4.8926359366,Private room,115,2,158,2018+AC0-12+AC0-03,1.68,5,29
82482,The Backroom +AC0- Central private appt,186729,Shawna,,Centrum+AC0-West,52.3702597334,4.8800301947,Entire home/apt,95,1,695,2018+AC0-12+AC0-02,7.64,1,191
82748,Bright apt in central Amsterdam,450453,Rudolf,,Centrum+AC0-West,52.3730739302,4.8934315752,Entire home/apt,249,3,116,2018+AC0-07+AC0-26,1.24,2,280
83498,Single attic room for one person only,124245,Edwin,,Centrum+AC0-West,52.3672276348,4.8912353178,Private room,45,2,403,2018+AC0-12+AC0-04,6.96,3,161
84057,Bed+ACY-Bike SleepOnNature +AC0- free bikes,459028,Stefania,,De Baarsjes +AC0- Oud+AC0-West,52.3648779977,4.8510959077,Private room,100,3,68,2018+AC0-11+AC0-18,0.75,5,344
91535,+ACI-Houseboat +ACIAIg-Ramona+ACIAIg- Amsterdam centre+ACI-,494281,Michiel,,De Pijp +AC0- Rivierenbuurt,52.3572538795,4.8958791453,Entire home/apt,189,3,29,2018+AC0-10+AC0-15,0.32,1,0
96048,De Baronie B+ACY-B in historic centre,510526,Tuhami,,Centrum+AC0-Oost,52.3727002322,4.9077614481,Private room,75,1,120,2018+AC0-12+AC0-02,2.57,1,340
97221,Beautiful and spacious room,195859,Gianni,,Slotervaart,52.3491034583,4.8361122441,Private room,40,2,141,2018+AC0-11+AC0-18,1.56,2,340
97476,Sunny+ADs- spacious apartment near Vondelpark,485930,Rachel,,Zuid,52.356374669,4.8657930295,Entire home/apt,115,3,46,2018+AC0-09+AC0-25,0.5,1,3
107195,A'dam Centre+ADs- Bright and Comfy,249794,Marieke,,Centrum+AC0-Oost,52.3700744733,4.9196038538,Entire home/apt,150,3,29,2018+AC0-11+AC0-04,0.33,1,0
107972,museums and music,558976,Joke,,De Baarsjes +AC0- Oud+AC0-West,52.3639715704,4.8765094266,Entire home/apt,100,3,74,2018+AC0-10+AC0-25,0.8,1,4
108890,Amsterdam at its best,563208,Jorien,,De Baarsjes +AC0- Oud+AC0-West,52.3608292543,4.8566674247,Entire home/apt,100,5,3,2018+AC0-05+AC0-30,0.15,1,0
115795,Jardin Dreams +AHw- Warm +AHw- 2 Bedrooms+AHw-Renovated+AHw-,468497,Lennart,,De Pijp +AC0- Rivierenbuurt,52.352437256,4.8959480405,Private room,165,90,106,2017+AC0-07+AC0-12,1.26,1,348
118097,all private+ADs- art +AEA- home in city center+AC0-1,538659,Wendie And Hans,,Centrum+AC0-West,52.3657053664,4.8846361903,Private room,94,4,309,2018+AC0-11+AC0-16,3.8,2,62
118117,Lovely self contained studio in Oud West,596513,Nina +ACY- Benjamin,,De Baarsjes +AC0- Oud+AC0-West,52.368883436,4.8695483309,Private room,87,3,490,2018+AC0-12+AC0-03,5.42,1,230
120872,Retro Luxury Apartment,607597,Martijn,,Bos en Lommer,52.3819317153,4.8554073208,Entire home/apt,99,2,138,2018+AC0-05+AC0-27,1.55,2,64
125425,Bohemian apartment in nice area,623749,Elwin,,Oud+AC0-Oost,52.3609745739,4.9276114602,Entire home/apt,100,3,38,2016+AC0-11+AC0-14,0.43,1,0
130390,Large private room for rent Center / De Pijp,642044,Jessy,,De Pijp +AC0- Rivierenbuurt,52.355169671,4.8896934049,Private room,80,2,29,2017+AC0-10+AC0-15,0.33,1,0
137026,Entire house with garden in De Pijp,670266,Ton +ACY- Fede,,De Pijp +AC0- Rivierenbuurt,52.3536090637,4.9056210322,Private room,259,3,87,2018+AC0-10+AC0-28,1.03,1,123
141708,light modern +ACY- cosy apartment,689016,Cindy,,Oostelijk Havengebied +AC0- Indische Buurt,52.364606897,4.9389200825,Entire home/apt,98,3,82,2018+AC0-10+AC0-15,0.9,1,18
147270,Private Room in shared Yoga +AC0-Appartment,711896,La Bella,,Gaasperdam +AC0- Driemond,52.3061748187,4.9788658977,Private room,35,90,23,2018+AC0-10+AC0-21,0.64,3,125
148132,Bright room in lively Kinkerbuurt,715549,Remy,,De Baarsjes +AC0- Oud+AC0-West,52.3685952095,4.8648703188,Private room,52,2,3,2018+AC0-11+AC0-12,1.91,1,0
150634,Lovely apartment near Vondelpark,725727,Colin Jeffrey,,De Baarsjes +AC0- Oud+AC0-West,52.3667374095,4.867455513,Entire home/apt,100,2,52,2018+AC0-06+AC0-24,1.62,1,89
152280,100+ACU- independent studio with balcony and WiFi,732783,Max Osole,,Bos en Lommer,52.3796137176,4.8544322925,Private room,89,1,580,2018+AC0-11+AC0-20,6.41,1,3
156815,Welcome on our 30p ship in Amsterdam+ACE-,753530,Averechts,,Oud+AC0-Noord,52.388922811,4.9402426396,Entire home/apt,695,2,26,2018+AC0-11+AC0-25,0.31,1,108
162467,Modern 1bedroom app. near city cent,776296,Nicole,,De Baarsjes +AC0- Oud+AC0-West,52.3636758936,4.8550562969,Entire home/apt,145,3,46,2018+AC0-09+AC0-16,0.64,1,309
165833,Amsterdam at your feet,790547,Bart,,De Baarsjes +AC0- Oud+AC0-West,52.3733601256,4.8575373204,Entire home/apt,74,2,37,2018+AC0-05+AC0-23,0.72,1,0
168769,SUPERLOCATED Room in  CANALHOUSE+ADs- Private bath,436145,Riks,,Centrum+AC0-West,52.3791571316,4.8940861239,Private room,120,2,204,2018+AC0-12+AC0-03,2.33,5,85
169356,Roofterrace 360'+ADs- Zen+ADs- Canal+AC0-View+ADs-  Light+ADs-  Luxury,806976,Nick,,Centrum+AC0-West,52.3817171447,4.8831041275,Entire home/apt,220,7,18,2018+AC0-08+AC0-29,0.2,1,68
170223,canal view in Jordaan +ACY- 9 Streets,811403,Francine,,Centrum+AC0-West,52.3699123519,4.8826545204,Entire home/apt,145,3,47,2018+AC0-11+AC0-13,0.55,1,57
171054,Spacious apartment next to center,815989,Kamiel,,De Baarsjes +AC0- Oud+AC0-West,52.369163865,4.8664347505,Entire home/apt,120,6,102,2017+AC0-12+AC0-21,1.13,1,0
171631,Pleasant+ADs-cosy +ACY- crazy apartment with small balcony,818479,Keja,,De Baarsjes +AC0- Oud+AC0-West,52.3633879162,4.8540234832,Entire home/apt,89,3,45,2018+AC0-04+AC0-03,0.5,1,338
175989,Large+ADs- sunny+ADs- perfect location plus awesome cat+ACE-,58458,Dre+ACY-Kareltje,,De Baarsjes +AC0- Oud+AC0-West,52.3596350473,4.8671281004,Entire home/apt,100,3,99,2018+AC0-04+AC0-13,1.13,1,0
179528,Authentic Amsterdam apartment RAI,856540,Pierre,,De Pijp +AC0- Rivierenbuurt,52.3423125794,4.8941949766,Entire home/apt,230,29,27,2018+AC0-05+AC0-31,0.31,2,224
184282,Romantic apartment in the heart of the city,883996,Sharon,,Centrum+AC0-Oost,52.3632132424,4.8890514243,Entire home/apt,230,3,158,2018+AC0-10+AC0-11,1.84,1,338
188347,Clean +ACY- Cozy room  Free Bikes,907405,Yahav,,De Baarsjes +AC0- Oud+AC0-West,52.3682390801,4.853210748,Private room,50,1,318,2018+AC0-11+AC0-17,3.58,2,19
189754,Metropolitan B+ACY-B centre Amsterdam,915591,Marijn,,Centrum+AC0-West,52.374334316,4.8924687605,Private room,160,2,130,2018+AC0-12+AC0-02,1.48,1,268
190585,Cozy bright place with Garden +ACE-,920732,Cornelia,,Westerpark,52.3848721182,4.8724813576,Entire home/apt,110,4,88,2018+AC0-12+AC0-04,0.99,1,51
190943,Lovely light appartment with garden,922787,Nanna,,Zuid,52.3522138086,4.8466123975,Entire home/apt,150,4,9,2018+AC0-10+AC0-26,0.12,1,5
193038,17thC. studio center Amsterdam,935742,Johan,,Centrum+AC0-Oost,52.3608711797,4.8955906497,Private room,95,3,497,2018+AC0-11+AC0-23,5.64,1,187
198307,The best spot to discover Amsterdam,967796,Marie+AC0-Katrien,,Centrum+AC0-West,52.38393031,4.8923712576,Entire home/apt,100,13,37,2017+AC0-05+AC0-03,0.42,1,0
199844,ART +ACY- DESIGN APARTMENT,976652,Home,,Westerpark,52.3835126604,4.8757307631,Entire home/apt,99,5,42,2017+AC0-05+AC0-02,0.48,1,0
200461,Studio next 2 V+//0Awv/9ALQ-park near Leidsepl.,539840,Johanna,,De Baarsjes +AC0- Oud+AC0-West,52.3593067497,4.8611084302,Entire home/apt,79,3,33,2018+AC0-07+AC0-28,0.37,1,28
201322,TOP+AC0-LOCATION with PRIVATE ROOF+AC0-TERRACE,542540,Bart,,Centrum+AC0-West,52.3718405775,4.8817078561,Entire home/apt,80,1,64,2018+AC0-10+AC0-23,0.74,1,165
203658,Best Area +AC0- Large Luxury 3 Bdr Home,999036,Eelco,,Zuid,52.3474391623,4.8688606601,Entire home/apt,284,3,25,2017+AC0-07+AC0-02,0.3,1,0
204014,Well located apartment for you+ACE-,1001281,Irma,,De Baarsjes +AC0- Oud+AC0-West,52.37086529,4.8659566162,Entire home/apt,99,4,15,2018+AC0-08+AC0-05,0.17,1,0
205759,Central yet quiet studio apartment,1011967,Tim,,De Baarsjes +AC0- Oud+AC0-West,52.368891874,4.8642883912,Entire home/apt,99,1,2,2015+AC0-07+AC0-27,0.05,1,0
212050,Spacious home w roof garden,887591,Danielle,,De Baarsjes +AC0- Oud+AC0-West,52.3689470366,4.8645153382,Entire home/apt,180,3,13,2018+AC0-04+AC0-29,0.15,1,334
213721,Amsterdam Apartment (waterview),599238,Anouk,,Zuid,52.3516507803,4.8465334434,Private room,129,3,39,2018+AC0-11+AC0-13,0.45,1,365
214531,LUXURIOUS GUESTHOUSE in CITY CENTER,1107389,Henry,,Centrum+AC0-West,52.3706883624,4.8951571774,Private room,114,3,150,2018+AC0-10+AC0-13,1.74,1,163
217692,THE AMSTERDAM RAI EXPERIENCE / FREE PARKING / WIFI,1124563,Nicole,,De Pijp +AC0- Rivierenbuurt,52.337615224,4.8935964872,Entire home/apt,150,3,14,2018+AC0-09+AC0-19,0.27,1,352
219276,Suite in Canalhouse with Jacuzzi ,1135329,Amsterdam Boutique Apartments,,Centrum+AC0-West,52.3689052504,4.8897045686,Entire home/apt,265,2,1,2012+AC0-07+AC0-31,0.01,2,330
221943,Cozy Houseboat +AC0- Central Amsterdam,1151745,Mario,,De Baarsjes +AC0- Oud+AC0-West,52.3656371421,4.876398387,Entire home/apt,170,3,187,2018+AC0-10+AC0-23,2.15,1,237
222516,Homely and tasteful apartment in Amsterdam,1155595,Alex,,De Baarsjes +AC0- Oud+AC0-West,52.3610982309,4.8589351531,Entire home/apt,100,3,104,2018+AC0-11+AC0-25,1.2,1,8
226121,Great apartment in top neighborhood,1178877,Eric,,De Baarsjes +AC0- Oud+AC0-West,52.3595730112,4.8658945909,Private room,165,4,82,2018+AC0-10+AC0-22,0.94,1,35
230710,Jordaan apt with views of canals and Westerkerk,1205924,Peter,,Centrum+AC0-West,52.3759143467,4.8780665629,Entire home/apt,125,14,16,2018+AC0-08+AC0-31,0.2,1,0
236180,Modern stylish apartment,1238074,Rozemarijn,,Centrum+AC0-West,52.3657364701,4.8802090221,Entire home/apt,175,3,2,2016+AC0-09+AC0-11,0.04,1,0
236632,Charming 1 BR apartment in museum district,77484,Annelies,,De Pijp +AC0- Rivierenbuurt,52.3561397331,4.8884757521,Entire home/apt,100,7,107,2018+AC0-11+AC0-21,1.26,6,114
237017,Cozy +ACY- stylish near Jordan/Centre,1158389,Anke,,De Baarsjes +AC0- Oud+AC0-West,52.3714933603,4.8627640286,Entire home/apt,80,3,17,2018+AC0-02+AC0-26,0.23,1,0
239647,Central location private attic room,1232843,Harm,,De Baarsjes +AC0- Oud+AC0-West,52.3645166555,4.8758729968,Private room,86,2,540,2018+AC0-11+AC0-29,6.21,2,6
245927,Sonnenberg +AC0- Canal side +ACY- view +AC0- Most central spot,1005087,Wytse,,Centrum+AC0-West,52.3679122343,4.8880858191,Entire home/apt,400,2,56,2018+AC0-11+AC0-21,0.7,2,10
247805,Bellavista+ADs- central+ADs-with canal view,1298735,Carolien,,De Baarsjes +AC0- Oud+AC0-West,52.3658842405,4.8726138223,Private room,119,2,289,2018+AC0-12+AC0-02,3.36,1,250
250702,Charming Full Option Amsterdam Apt,1314459,David,,De Pijp +AC0- Rivierenbuurt,52.3460352777,4.8970936611,Entire home/apt,120,3,37,2017+AC0-02+AC0-22,0.44,1,0
250751,Modern studio near central AMS,1314658,Mira,,Oostelijk Havengebied +AC0- Indische Buurt,52.3660990227,4.9329871291,Entire home/apt,70,2,97,2018+AC0-08+AC0-07,1.13,1,0
251444,Luxurious apartment at the Prinsengracht,1318753,Vosse,,Centrum+AC0-West,52.372314312,4.8985604519,Entire home/apt,449,1,13,2018+AC0-06+AC0-22,0.16,1,169
252725,Nice Amsterdam apt great location,1326878,Roshni,,De Baarsjes +AC0- Oud+AC0-West,52.3671858638,4.8673735895,Entire home/apt,175,2,47,2018+AC0-12+AC0-02,0.59,1,1
253650,Great room +AEA- BEST location   2 bikes+ACE-,187580,Micha,,Centrum+AC0-West,52.3677516568,4.8898150581,Private room,149,3,358,2018+AC0-12+AC0-02,4.25,2,187
253792,Luxury City Center Canal Apartment,106225,Jeff,,Centrum+AC0-West,52.3740807335,4.8977925858,Entire home/apt,193,1,77,2018+AC0-10+AC0-28,0.91,1,0
254104,The Flying Pancake B+ACY-B Amsterdam,1334704,Claudia,,Centrum+AC0-Oost,52.3651324667,4.9083717993,Private room,145,2,65,2018+AC0-10+AC0-20,1.5,1,306
254800,Amazing apartment in city center,1337537,Diederik,,Centrum+AC0-West,52.3713086974,4.882063422,Entire home/apt,250,2,42,2018+AC0-09+AC0-17,0.62,1,32
255177,Room with sauna+ADs- patio a study and a kitchenette,1340887,Carolien +ACY- Marcel,,De Pijp +AC0- Rivierenbuurt,52.3569808779,4.890688061,Private room,115,3,88,2018+AC0-11+AC0-25,3.23,1,99
255202,Amsterdam B+ACY-B Barangay,1340998,Godwin Guido Sol Dumagat,,Centrum+AC0-West,52.3768270403,4.8891398668,Private room,188,3,2,2012+AC0-02+AC0-13,0.02,2,362
255809,Stylish apartment with free carpark,1344947,Froukje +ACY- Andr+//0Aw//9AKk-,,De Pijp +AC0- Rivierenbuurt,52.3442583062,4.8872203203,Private room,150,2,60,2018+AC0-06+AC0-25,0.75,1,102
256340,Central Amsterdam Apt,1348274,John,,Centrum+AC0-Oost,52.3683510149,4.9240693901,Entire home/apt,100,4,4,2017+AC0-07+AC0-14,0.06,2,0
256670,Caracteristic+ADs- family apartment,1350388,Stefan,,De Baarsjes +AC0- Oud+AC0-West,52.3594133146,4.8599530076,Entire home/apt,168,7,6,2018+AC0-01+AC0-05,0.09,1,14
258273,Great CENTRAL apartment De Pijp,1358307,Peter,,De Pijp +AC0- Rivierenbuurt,52.3542004752,4.8915960167,Entire home/apt,8000,30,8,2013+AC0-10+AC0-22,0.1,1,364
260187,Lovely Bright Apartment in the East,1365416,Marike,,Oud+AC0-Oost,52.3580919064,4.9356062297,Entire home/apt,99,4,26,2015+AC0-08+AC0-16,0.32,1,0
261902,Stylish family home with serre and garden+ACE-,226808,Caroline,,Oud+AC0-Oost,52.3560507256,4.9193856922,Entire home/apt,225,3,38,2018+AC0-04+AC0-02,0.47,1,0
262209,AirbnBABY+ACE- Family holiday made easy,1375554,Claire,,Oostelijk Havengebied +AC0- Indische Buurt,52.3616422186,4.9382737001,Entire home/apt,73,2,14,2018+AC0-11+AC0-05,0.16,1,0
262394,Charming Studio with Roof Terrace,1376607,Martin,,Zuid,52.3551912792,4.8511676992,Private room,96,4,103,2018+AC0-11+AC0-23,1.27,1,62
262562,Cozy apartment in top located canal,1294098,Fernando,,Centrum+AC0-West,52.3741685877,4.8865013133,Entire home/apt,190,30,4,2017+AC0-09+AC0-20,0.06,2,90
264628,Lovely Charming House in Amsterdam+ACE-,1388357,Karen,,Noord+AC0-Oost,52.3833359314,5.0037078896,Entire home/apt,100,2,1,2015+AC0-12+AC0-31,0.03,1,351
265349,Private+ADs- central +ACY- luxurious apment,1391689,Fleur,,De Baarsjes +AC0- Oud+AC0-West,52.3604784364,4.8634504578,Entire home/apt,85,3,20,2018+AC0-09+AC0-17,0.23,1,16
266087,Bed+ACY-Caf+//0Aw//9AKk- The place to be in AMS,1317420,To+//0Aw//9ALE-i,,Centrum+AC0-Oost,52.3616433374,4.9025822185,Entire home/apt,125,2,4,2018+AC0-11+AC0-18,0.05,1,293
271599,No.2,1421327,Holger,,Zuid,52.3527107401,4.8577156615,Private room,900,2,173,2016+AC0-07+AC0-01,2.05,2,0
271787,Quiet B+ACY-B in center of Amsterdam (Jordaan),1422303,Hans Onno,,Centrum+AC0-West,52.3704875492,4.8796690279,Private room,110,3,9,2018+AC0-11+AC0-26,0.11,1,182
272597,Luxury appartm+ADs- good neighbourhood,1426693,Arnoud,,Zuid,52.346325941,4.856285934,Entire home/apt,120,4,6,2018+AC0-04+AC0-08,0.15,1,0
274688,Cozy sleeping in popular Amsterdam West,1435990,Marij,,Bos en Lommer,52.3784298039,4.8548370927,Entire home/apt,125,3,37,2018+AC0-09+AC0-14,0.44,1,30
276275,Great loft: live the good life. Next to the RAI.,1443641,Gideon,,De Pijp +AC0- Rivierenbuurt,52.3392127362,4.8937594618,Entire home/apt,169,4,22,2017+AC0-11+AC0-25,0.29,1,364
277011,nice apartment in centre amsterdam,1446698,Aafje,,De Baarsjes +AC0- Oud+AC0-West,52.3582950844,4.8590919477,Entire home/apt,125,4,20,2018+AC0-11+AC0-14,0.25,1,0
278823,Luxury +ACY- quiet room 1 person,615517,Barbara,,De Baarsjes +AC0- Oud+AC0-West,52.3659994965,4.8635304991,Private room,74,3,141,2018+AC0-07+AC0-29,1.67,2,80
282269,Your central home in wonderful AMS+ACE-,1471195,Judith,,Zuid,52.3501741876,4.852550385,Entire home/apt,115,10,3,2015+AC0-09+AC0-15,0.05,1,0
283170,5+AC0-bedrooms house+ADs- central location,1451657,Marco,,Zuid,52.353531908,4.8751395705,Entire home/apt,650,2,97,2018+AC0-11+AC0-18,1.2,1,360
283621,Luxury in CITY+AC0-CENTRE+ACE-,1477248,Erik,,Centrum+AC0-West,52.3805705997,4.8856518339,Entire home/apt,105,7,30,2018+AC0-11+AC0-26,0.36,9,319
